Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,Multifloor,IsNew,TotalSF,TotalBathrooms,Feature1,Feature2,Overall_GrLiv_Garage_Interaction,Alley,LotShape,LandContour,LotConfig,LandSlope,RoofStyle,RoofMatl,BsmtExposure,FireplaceQu,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice
32,72.0,9.053101595549691,5,7.584264818389059,7.604396348796338,0.0,0.0,0.0,1228.0,7.113956109566034,7.113956109566034,0.0,1228,0.0,0.6931471805599453,0.6931471805599453,3,6,0.0,1966.0,1.0,5.605802066295998,0.0,4.189654742026425,0,0,0,6,2008,0.0,0.6931471805599453,7.806696372521179,0.9162907318741551,7.806696372521179,14.717040483177165,1663940.0,-1,1,0,3,0,0,0,0,-1,1,0,0,-1,0,-1,0,0,0,0,1,1,0,11.914047823644255
33,85.0,9.3101857069459,8,7.60489448081162,7.60489448081162,0.0,0.0,0.0,1234.0,7.118826249062078,7.118826249062078,0.0,1234,0.0,1.0986122886681098,0.0,3,7,0.0,2007.0,2.0,6.184148890937483,0.0,3.4339872044851463,0,0,0,1,2008,0.0,0.6931471805599453,7.81156848934518,1.0986122886681098,7.81156848934518,14.72241295703477,4778048.0,-1,0,0,2,0,0,0,3,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,12.100156419938624
34,70.0,9.26416545867109,5,7.580699752224563,7.580699752224563,0.0,6.926577033222725,0.0,380.0,7.243512974665482,7.438971592395862,0.0,1700,0.0,0.6931471805599453,0.6931471805599453,4,6,0.6931471805599453,1959.0,2.0,6.104793232414985,0.0,3.6635616461296463,0,0,0,4,2010,0.0,0.0,8.038834757787749,1.0986122886681098,8.038834757787749,14.822987705877374,3799500.0,-1,1,0,0,0,1,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.016726473799254
35,60.0,8.897545598709327,9,7.603897968521881,7.603897968521881,5.5093883366279774,7.050989447068045,0.0,408.0,7.3537223303996315,7.3537223303996315,0.0,1561,1.0,1.0986122886681098,0.0,2,6,0.6931471805599453,2005.0,2.0,6.322565239927284,5.318119993844216,3.871201010907891,0,0,0,8,2007,0.0,0.6931471805599453,8.046549357283078,1.3862943611198906,8.046549357283078,14.956481579764773,7811244.0,-1,0,0,0,0,1,0,0,1,2,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.533576212168626
36,108.0,9.504426892100957,8,7.60339933974067,7.603897968521881,4.890349128221754,0.0,0.0,1117.0,7.0192966537150445,7.0326242610280065,7.186144304522325,2452,0.0,1.3862943611198906,0.6931471805599453,4,9,0.6931471805599453,2004.0,3.0,6.539585955617669,4.736198448394496,3.4965075614664802,0,0,0,9,2006,0.6931471805599453,0.6931471805599453,8.180320874773685,1.5040773967762742,8.180320874773685,14.621801585321066,13554656.0,-1,0,0,0,0,0,0,3,1,2,0,0,-1,-1,-1,0,0,0,1,1,1,1,12.641096555879882
37,112.0,9.292841593487926,5,7.598399329323964,7.59890045687141,0.0,0.0,0.0,1097.0,7.001245622069476,7.001245622069476,0.0,1097,0.0,0.6931471805599453,0.6931471805599453,3,6,0.0,1995.0,2.0,6.511745329644728,5.973809611869261,4.174387269895637,0,0,0,6,2009,0.0,0.0,7.693937325509272,0.9162907318741551,7.693937325509272,14.598734246529931,3685920.0,-1,0,0,2,0,0,0,0,-1,1,0,0,-1,-1,-1,0,0,0,0,1,1,0,11.884489021402711
38,74.0,9.051696278536586,5,7.578145472419466,7.596392304064196,6.478509642208569,7.101675971619444,0.0,84.0,7.168579897264035,7.168579897264035,0.0,1297,0.0,0.6931471805599453,0.0,3,5,0.6931471805599453,1954.0,2.0,6.212606095751519,0.0,0.0,0,0,0,10,2009,0.0,0.0,7.861341795599989,0.9162907318741551,7.861341795599989,14.76369948947713,3229530.0,-1,0,0,0,0,1,0,0,0,2,0,0,-1,-1,-1,0,0,0,0,1,1,1,11.938193200374572
39,68.0,8.977525200965243,5,7.577633832602728,7.60489448081162,0.0,6.595780513961311,0.0,326.0,6.964135612418245,6.964135612418245,0.0,1057,1.0,0.6931471805599453,0.0,3,5,0.0,1953.0,1.0,5.5093883366279774,0.0,3.970291913552122,0,0,0,1,2010,0.0,0.6931471805599453,7.656810091480378,1.0986122886681098,7.656810091480378,14.567586806053507,1300110.0,-1,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,-1,0,1,0,0,1,1,0,11.59910316121128
40,65.0,8.706324840138741,4,7.578656850594762,7.578656850594762,0.0,0.0,0.0,0.0,0.0,7.050122520269059,0.0,1152,0.0,1.0986122886681098,0.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,2008,0.0,0.0,7.050122520269059,1.0986122886681098,7.050122520269059,0.0,0.0,-1,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0,0,0,11.314474526246391
41,84.0,9.066354521447801,6,7.583756300707112,7.583756300707112,4.624972813284271,6.467698726104354,0.0,445.0,6.9930151229329605,7.1891677384203225,0.0,1324,0.0,1.0986122886681098,0.0,3,6,0.6931471805599453,1965.0,2.0,6.089044875446846,0.0,4.9344739331306915,0,0,0,12,2006,0.0,0.0,7.7886260656250315,1.0986122886681098,7.7886260656250315,14.57534441946349,3495360.0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,0,0,1,1,1,11.982929094215963
42,115.0,9.735423867488873,5,7.580699752224563,7.580699752224563,0.0,6.875232087276577,0.0,383.0,7.208600337960199,7.192182058713246,0.0,1328,0.0,0.6931471805599453,0.6931471805599453,2,5,1.0986122886681098,1959.0,1.0,5.733341276897746,0.0,4.653960350157523,0,0,0,7,2007,0.0,0.0,7.893198869544609,1.0986122886681098,7.893198869544609,14.788049667498813,2045120.0,-1,0,0,0,0,0,0,1,1,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.043553716032399
43,67.0,9.1248914101437,5,7.592870287844818,7.592870287844818,0.0,6.617402977974478,93.0,0.0,6.734591659972948,6.785587645007929,0.0,884,1.0,0.6931471805599453,0.0,2,5,0.0,1983.0,2.0,6.22455842927536,5.484796933490655,0.0,0,0,0,12,2007,0.0,0.0,7.45298232946546,1.0986122886681098,7.45298232946546,14.32576862069797,2227680.0,-1,1,0,3,0,0,0,3,-1,0,0,2,-1,0,-1,0,0,0,0,1,1,0,11.877568578558138
44,70.0,9.127067452782361,5,7.588829878307813,7.591357046698551,0.0,5.638354669333745,491.0,167.0,6.844815479208263,6.844815479208263,0.0,938,1.0,0.6931471805599453,0.0,3,5,0.0,1977.0,1.0,5.733341276897746,4.983606621708336,0.0,0,0,0,7,2008,0.0,0.0,7.537430036586509,1.0986122886681098,7.537430036586509,14.434602611128035,1444520.0,-1,1,0,3,0,1,0,3,-1,1,0,0,-1,0,-1,0,0,0,0,1,1,0,11.777210959615614
45,70.0,8.980423936374544,5,7.580699752224563,7.580699752224563,0.0,5.19295685089021,506.0,465.0,7.048386408721883,7.048386408721883,0.0,1150,1.0,0.6931471805599453,0.0,3,6,0.0,1959.0,1.0,5.707110264748875,0.0,0.0,0,0,0,5,2006,0.0,0.0,7.741099090035366,1.0986122886681098,7.741099090035366,14.627707083183932,1725000.0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,11.856515169360305
46,61.0,8.943636705909594,9,7.603897968521881,7.603897968521881,6.023447592961033,6.124683390894205,0.0,1296.0,7.469083884921234,7.469083884921234,0.0,1752,1.0,1.0986122886681098,0.0,2,6,0.6931471805599453,2005.0,2.0,6.3578422665081,5.2832037287379885,4.418840607796598,0,0,0,2,2010,0.0,0.0,8.16194579946869,1.3862943611198906,8.16194579946869,15.071912895913403,9082368.0,-1,0,0,0,0,1,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.675763725937609
47,48.0,9.458995712459116,7,7.602900462204755,7.602900462204755,0.0,7.20934025660291,0.0,83.0,7.268920128193722,7.325807502595773,6.448889394146858,2149,1.0,0.6931471805599453,0.6931471805599453,1,6,0.6931471805599453,2003.0,2.0,6.508769136971682,5.1298987149230735,3.784189633918261,0,198,0,8,2009,0.6931471805599453,0.0,8.18423477409482,1.252762968495368,8.18423477409482,14.870624704978129,10078810.0,-1,1,0,3,0,0,0,0,3,0,0,0,-1,-1,-1,0,1,0,1,1,1,1,12.387085012375499
48,84.0,9.314430080500564,8,7.604396348796338,7.604396348796338,0.0,3.2188758248682006,0.0,1632.0,7.4127640174265625,7.4127640174265625,0.0,1656,0.0,1.0986122886681098,0.0,3,7,0.0,2006.0,3.0,6.717804695023691,0.0,4.990432586778736,0,0,0,7,2007,0.0,0.6931471805599453,8.105609402299896,1.0986122886681098,8.105609402299896,15.01605860449632,10942848.0,-1,0,0,0,0,0,0,3,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,12.428015476267865
49,33.0,8.402231172946555,4,7.560601162768557,7.605392364814935,0.0,0.0,0.0,736.0,6.602587892189336,6.602587892189336,6.57507584059962,1452,0.0,1.0986122886681098,0.0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,2009,0.6931471805599453,0.6931471805599453,7.691200097522863,1.0986122886681098,7.691200097522863,14.206125276181528,0.0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,2,0,1,0,1,0,11.635143097694478
50,66.0,8.954544488386723,5,7.584264818389059,7.584264818389059,0.0,6.638567789166521,0.0,192.0,6.862757913051401,6.862757913051401,0.0,955,1.0,0.6931471805599453,0.0,3,6,0.0,1966.0,1.0,5.958424693029782,0.0,0.0,0,0,0,1,2007,0.0,0.0,7.555381944240273,1.0986122886681098,7.555381944240273,14.44546817380236,1843150.0,-1,0,0,0,0,0,0,0,-1,1,0,0,-1,0,-1,0,0,0,0,1,1,0,11.751942365440728
51,64.0,9.537483513308878,6,7.599901959208498,7.599901959208498,0.0,5.209486152841421,0.0,612.0,6.678342114654332,6.678342114654332,6.517671272912275,1470,0.0,1.0986122886681098,0.0,3,6,0.0,1997.0,2.0,5.963579343618446,0.0,4.330733340286331,0,0,0,7,2007,0.6931471805599453,0.0,7.725330037917135,1.252762968495368,7.725330037917135,14.276485425331677,3422160.0,-1,2,0,2,0,0,0,3,-1,2,0,0,-1,-1,-1,0,0,0,1,1,1,0,12.083905011555967
52,52.0,8.738895704934043,6,7.5678626054638825,7.576097340623111,0.0,0.0,0.0,816.0,6.705639094860003,6.705639094860003,0.0,1176,0.0,0.6931471805599453,0.0,3,6,0.6931471805599453,1985.0,2.0,6.270988431858299,4.727387818712341,0.0,0,0,0,9,2006,0.0,0.0,7.398174092970465,0.6931471805599453,7.597396320212795,14.279999634978212,3725568.0,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,1,1,1,11.648330101976432
